Cycles,DischargeAh_1,DischargeAh_2,DischargeAh_3,DischargeAh_4,DischargeAh_5,DischargeAh_7,DischargeAh_8,DischargeAh_9,DischargeAh_10,DischargeAh_11,DischargeAh_12,DischargeAh_13,DischargeAh_14,DischargeAh_15,DischargeAh_16,DischargeAh_17,DischargeAh_18,DischargeAh_19,DischargeAh_20,DischargeAh_21,DischargeAh_22,DischargeAh_23,DischargeAh_25,DischargeAh_26,DischargeAh_28,DischargeAh_29,DischargeAh_30,DischargeAh_32
21,0.998463591124009,0.992648,0.983417603954999,0.996920889202643,0.995510895859056,0.995403891181037,0.984161646541195,0.993770237212308,0.989166227312319,0.988258828755178,0.985407507101424,0.991112038538045,0.995004644054152,0.986011949294798,0.999390162209104,0.980559373681496,0.952852097751848,0.939806598139183,0.970584909065989,0.972961565934035,0.999672913719943,0.97521574720288,0.970557965203307,0.967336270331015,0.994108077343447,0.991449432718749,0.976442002992844,0.988414679062271
22,0.998440599732278,0.992701818181818,0.984228101776605,0.996817094887533,0.996086300483734,0.996594010145764,0.987160590650964,0.993843145212412,0.98829361185192,0.987791126428645,0.984985605522982,0.990792551480025,0.994690287283199,0.986323065432754,0.998746426605586,0.978091978810182,0.951385497375519,0.941887387712479,0.968189760477652,0.970908885457361,1,0.972071515648329,0.970337001311911,0.966458781560744,0.994648346537862,0.993320049733688,0.975660270241082,0.987909567352132
23,0.999318651930766,0.992609454545455,0.983790043567863,0.997018535422432,0.994633203253479,0.994647004546762,0.985245597909086,0.99348763806146,0.987440879580991,0.987773333405353,0.985342992249914,0.990326929875183,0.99515760941074,0.986915499767544,0.997963871388471,0.984226149735127,0.966999291632018,0.961965110781517,0.975241143829497,0.980507392979803,0.998422990590984,0.974342182271337,0.971410112945908,0.967632527560949,0.994701399696791,0.993387633754381,0.97709955681995,0.990038979823707
24,0.998211780643146,0.992358909090909,0.983134939234296,0.99613429465434,0.994493545477021,0.993748247023705,0.984305190051248,0.992420794006833,0.987294321232809,0.987488327300122,0.984910870496975,0.989822749487476,0.995372797963227,0.986399002121421,0.997415695332917,0.982310440204397,0.920775714271048,0.946563733063897,0.973738371583562,0.97777298012462,0.999579131049751,0.974007585449216,0.97130442020264,0.966826604737408,0.994846120655643,0.993116958053417,0.975977653077771,0.992879214822856
25,0.997402702619851,0.991653090909091,0.982460005105271,0.995710799382587,0.995240331707274,0.996307728480164,0.984953834032763,0.992456280201575,0.986966248606573,0.987141681078486,0.984720839127427,0.989745631921747,0.994921031634662,0.985901088137504,0.996420068150745,0.982965261825512,0.957767408913117,0.946469101508361,0.972669991514373,0.977245778740801,0.998992605005842,0.974047481133293,0.969964104102067,0.96604679381335,0.993771962077065,0.993250428003829,0.974961103263693,0.990988101020984
26,0.996902731085384,0.991375636363636,0.982414576846587,0.995598687056162,0.9951914697176,0.995348376485426,0.98418395154777,0.992529188201679,0.987464290433107,0.987318340381171,0.984312990288918,0.989976336572163,0.994409958822504,0.985128584524103,0.996938866102026,0.980296469926398,0.955565308448058,0.943123121176996,0.971387785640942,0.975410115157395,0.996807930016604,0.972631937097303,0.971354293965869,0.966446209164696,0.993138010405806,0.994505317232261,0.975913582036858,0.987297866208536
27,0.995986724843403,0.991028,0.982365182628811,0.994800157969885,0.993291321745992,0.993067919871612,0.984508093659442,0.99255628675039,0.986715143165378,0.986986945322357,0.984016605228514,0.990046001600028,0.993588418189137,0.985344859903218,0.997011181435621,0.983272420420984,0.957793807719891,0.945878850988808,0.97375597195624,0.977425378928333,0.997335265358834,0.974303792084772,0.970908732995029,0.966489406628038,0.993603064995156,0.993751704458813,0.976070457008166,0.991279694407415
28,0.995660830989185,0.989257454545454,0.980210945758659,0.993887346641187,0.991882710804845,0.993136496848543,0.983266927971018,0.992079158732007,0.986218704821866,0.986974871485123,0.984059402209219,0.989768961605497,0.993164522667068,0.985155819201473,0.997036685504165,0.982103417561296,0.957442190279666,0.943821259034184,0.972659131709955,0.976601837235085,0.996908631080499,0.973753156369628,0.970544753610398,0.965487483373812,0.993720923595057,0.99376291185923,0.975664563661349,0.993210864111032
29,0.994647385039392,0.989295272727273,0.979972988213169,0.994033092665539,0.991015957450688,0.991464887680709,0.981441874771778,0.991502669368349,0.985709117917576,0.986633944449546,0.983671993719703,0.988983852942635,0.994067731245054,0.985179529391183,0.996429430403755,0.982375697341897,0.956695690688114,0.942446708073802,0.971679876932203,0.976387439511218,0.998832713240268,0.972996643869671,0.971426957726866,0.965032298163076,0.99262930448316,0.994409205283237,0.974560163863338,0.991188041072914
30,0.99487839378488,0.989679636363636,0.980453590346711,0.993692054201608,0.991901672173972,0.993618349892799,0.98268160142752,0.991920116059213,0.985658127157486,0.986633626716987,0.983979876476416,0.989345139017373,0.994300744150534,0.98627692668521,0.995564874763724,0.981224321410154,0.958128559255788,0.943919204535245,0.973072927705907,0.977221083715015,0.997145009532009,0.973971829883298,0.971517126848467,0.965962010732313,0.993026531616157,0.994369130336293,0.97593174650722,0.990018951872834
31,0.995252095136189,0.989719636363636,0.980325958572312,0.993082307806924,0.991346322843564,0.993757318052399,0.982847449944148,0.991487507085141,0.985489120047001,0.986375310146694,0.983625683554015,0.989033752543989,0.993609807412727,0.986097177814568,0.995753734005478,0.979576391167784,0.956412636815482,0.941422330690523,0.970113069287799,0.974832027053775,0.993829561527581,0.972685005884613,0.971320934693775,0.965106443062842,0.992678664067733,0.993637253127289,0.974516238871372,0.992518032793563
32,0.994571112009681,0.988464363636364,0.979198905106857,0.992675086905136,0.990102894598854,0.99136800909425,0.980405051724231,0.992049156767362,0.985549731705221,0.985951454913273,0.98334941946215,0.9892689935218,0.993163874508777,0.985497694504459,0.995179085372448,0.982095541699873,0.956314007940174,0.946008463080438,0.971687366452491,0.975493554411186,0.993588570813603,0.973277795530103,0.971259831076573,0.964807929249002,0.991740160401861,0.992687341037459,0.974218671820532,0.990835345463483
33,0.994086468069701,0.988408,0.979033776991957,0.991300083469435,0.990436177125442,0.991815755070614,0.981358051118039,0.991316205545073,0.98494618069586,0.985674392122012,0.98318238348522,0.988911271704301,0.992352380328914,0.985501218992118,0.994994745839043,0.979981435469505,0.957580784015229,0.944977457806109,0.970766155456977,0.973987532005315,0.996568092368243,0.971249137632206,0.971075199065676,0.965257311815409,0.99111191698188,0.99248900401191,0.975041357196383,0.990169331232775
34,0.993987203648259,0.988400363636364,0.978871893752677,0.989556555967197,0.990708564485793,0.992855294959012,0.980991817300411,0.990751975048689,0.984103390019665,0.985302962760791,0.98257045053723,0.988589840505969,0.99191779019505,0.985350627246661,0.99418991491649,0.977589048802213,0.951193372726219,0.938620205641366,0.965765402760188,0.97030685066207,0.993617013098825,0.969142570238046,0.971215572240329,0.965258278922797,0.992643407221609,0.995840356354579,0.974866317754713,0.989594630879774
35,0.994474037244595,0.987917818181818,0.978565793819161,0.989361625180284,0.989977457849241,0.991553783761915,0.980529168293073,0.990193873985942,0.983473221192145,0.985023675841618,0.981961392013317,0.987890598040242,0.991945985080693,0.98516350899273,0.994378774158245,0.976709577610051,0.952509646563975,0.939803652409828,0.966068353855867,0.969839141840371,0.995841661029457,0.96894685556144,0.971637682633757,0.964992646760158,0.991292566345829,0.995619264910003,0.974621262536374,0.989007031168583
36,0.99395873811564,0.987789818181818,0.978290700474906,0.988393842646372,0.989277345758378,0.991295078023546,0.981742992360535,0.989818688126997,0.983087743873733,0.984480353166094,0.981699180661386,0.987417199874149,0.994353244972074,0.98509558250329,0.994555365620193,0.978863063147532,0.95383838650493,0.940201694088952,0.967131865736868,0.970924974640828,0.992478168624316,0.970611183061346,0.970245841320842,0.965300509278751,0.99124925079202,0.997884857885068,0.974880849331002,0.988763980103758
37,0.993667148877655,0.987634545454545,0.978102137147192,0.987759865523073,0.988957554975208,0.991466701886447,0.980743584162726,0.990811011172667,0.984206333629657,0.985339502005051,0.981580051752409,0.989067126952686,0.99518872100869,0.984742492921387,0.993958118445414,0.976510055787352,0.951469093596969,0.941018397552688,0.966266826143519,0.968987163450763,0.994905756103561,0.968692426481852,0.970159305387291,0.96466028418773,0.992009455550351,0.996070617490405,0.974364648109624,0.9895012802613
38,0.993316438918076,0.987111636363636,0.977383216926425,0.987794222526332,0.98902720154258,0.990585360738483,0.980702211973112,0.991205875739605,0.984729710487933,0.98488959270181,0.982387764918101,0.988937841621906,0.994081990727448,0.984859121422124,0.993713085685599,0.9805725001172,0.956228211818159,0.941925682194097,0.969354755358565,0.971947199041534,0.993147331037452,0.971331187246629,0.970084329597535,0.964021348573226,0.990599517484877,0.996497517560808,0.973923086348278,0.986851141067042
39,0.993750720761884,0.986878181818182,0.977387182885517,0.98883361228809,0.989022461200298,0.99163324597328,0.980813377247814,0.991834949191834,0.98477236313631,0.9847246895038,0.982008021559458,0.989830202025341,0.993541750792212,0.984833168376631,0.991815776687667,0.975433688059631,0.94989029829185,0.937445596060971,0.965328763727355,0.968340228608589,0.994093997909108,0.968319063098788,0.968882074642858,0.963398853784323,0.989904453947004,0.997525541835358,0.972725882619871,0.988413321235093
40,0.993625545406904,0.986789090909091,0.977162565384244,0.98978222723071,0.987989431224562,0.991181871585438,0.979792743317942,0.991243942748509,0.984411579456432,0.984888957236693,0.981832362310296,0.98969314013331,0.993505453927937,0.985202278356986,0.990854692990739,0.978773428343725,0.954696714375177,0.942067445419317,0.968144448879905,0.970905892120902,0.994276950987024,0.970127541985503,0.968486387435247,0.962974938379141,0.988614053378865,0.994913198683776,0.972181278772108,0.986391856024153
41,0.993227757835685,0.987123272727273,0.977242245107809,0.990578586400992,0.988148779653576,0.990767144153522,0.980478802149195,0.990960698394121,0.983696105332158,0.984847016538933,0.981875478671454,0.989238535323571,0.991592090654011,0.986141394114298,NaN,0.97774844123576,0.951342232664417,0.939619544325126,0.966405756744875,0.969033185998818,0.990269279257118,0.969317207949479,0.968361537882261,0.962960431768317,0.988068075933173,0.995209006131127,0.972058420899841,0.984645350816716
42,0.992993829548391,0.987114181818182,0.976966791221818,0.989801394822002,0.987899000079492,0.992022211683703,0.980418722534712,0.989870304410256,0.983066257201242,0.986676838344982,0.981657980582946,0.986189475266809,0.99115037077895,0.985291031364416,0.989519442009721,0.978727298298251,0.95391024992337,0.940105221452569,0.967279409286556,0.970695610234666,0.994642857142857,0.969778642937015,0.970448969561811,0.963999749841555,0.987576494764358,0.992720623620513,0.974163187620154,0.984164340538983
43,0.992954415733995,0.986319272727273,0.976116633809296,0.989905550789777,0.987248479261732,0.990586812103075,0.978218441563581,0.990967473031298,0.983482200697066,0.984880060725047,0.981491583366921,0.986562102160037,0.991044720977578,0.985483276145851,0.988332050058998,0.978608410294876,0.95400007919642,0.940611518685498,0.968888532720591,0.970842283721151,0.993481335711211,0.969385331711913,0.972686022531051,0.96364933459788,0.992319380016755,0.990943061990849,0.9733408325074,0.989936803328578
44,0.992269053294776,0.985677818181818,0.97555382816004,0.989301229185081,0.986669428219914,0.989549086420416,0.978870683126802,0.990005474552043,0.982814189670234,0.984722465375889,0.980833979014149,0.985725473778894,0.990352487923191,0.98586135754934,0.988405011065215,0.976881346397262,0.951546090116727,0.938200439208247,0.96458393093464,0.967934631518411,0.99345904310928,0.967999521251791,0.972691307168214,0.964726047490131,0.989397091142305,0.993194051383554,0.973293935147557,0.988665877090163
45,0.992001185333974,0.986262545454546,0.975817744710492,0.988043762865794,0.986640256882795,0.990248281312193,0.9798628961612,0.990466149880137,0.983047656798191,0.983873801711371,0.981102897355594,0.98547338358504,0.989990167438731,0.984348070711476,0.988000820004229,0.978090853687122,0.953403906143442,0.940521305723994,0.968162798204612,0.970863237076363,0.993759993235348,0.96943501312982,0.972173412726199,0.964305678145372,0.991392628632924,0.991490186902081,0.97344222327833,0.996602037487572
46,0.992397513134289,0.985860727272727,0.975421869884814,0.988559117914682,0.985630928618467,0.989446765216741,0.978629645152528,0.989861271560686,0.982467195944342,0.983815656653113,0.980483299276731,0.985661317148581,0.989816785095989,0.984499303272871,0.988184513865012,0.977095869860766,0.953619129748669,0.939988865143037,0.967637408356357,0.970911130459705,0.991157139782301,0.968221582134863,0.971888372609197,0.963220261286627,0.990470242382423,0.991032721194179,0.97268393920649,0.98864890425044
47,0.992781797824649,0.985568,0.975125865119895,0.989078451142895,0.98520356852967,0.98916882889754,0.979665029167394,0.989830624392501,0.982426146778987,0.983452170605862,0.98039546965215,0.985312343962489,0.989936694379755,0.984348391119445,0.988050859632386,0.977340771646899,0.952288556557244,0.939964194659687,0.965520869922761,0.969582089071965,0.993361032531825,0.968974707265418,0.971710346394755,0.963867578498495,0.989890686988041,0.992422099227606,0.972692856310122,0.990519650644646
48,0.992408096473339,0.985464727272727,0.97500688634715,0.987917907738065,0.984994264185839,0.989151775363594,0.979498820892596,0.990217423915179,0.982605095484207,0.983243102582181,0.980443696100556,0.985413115235353,0.990184290846774,0.98380177512423,0.988109615840932,0.978030472082884,0.952530545619338,0.940140201988662,0.966852506630098,0.970209941394214,0.991704845950434,0.96841917868336,0.968644596260327,0.960314425954067,0.988266521609928,0.991129851997787,0.973243074630543,0.988845110277632
49,0.992025636496608,0.985545090909091,0.97482048626985,0.988540673628722,0.984888518088782,0.988895972354407,0.978849097636569,0.989335108073206,0.981651664479516,0.983377821187106,0.980040318588389,0.985185326795405,0.989903962386078,0.983629395636877,0.98781422061665,0.97684121700811,0.951507591856848,0.938523733004983,0.964943802384513,0.968779500733929,0.989596657647131,0.96664908998321,0.968390933676482,0.959864721018532,0.992529577975552,0.991804333731932,0.971631720977883,0.989640457547024
50,0.991686239761532,0.985430909090909,0.974749820089674,0.988716436824343,0.985241491267925,0.989036391878599,0.97996578699798,0.98945027690523,0.981288315226803,0.982821471476672,0.979918634635788,0.985261796314364,0.989598679831194,0.98334903866395,0.987937221251023,0.97714162486522,0.952959892879508,0.941254792333445,0.967185415806932,0.970028844538452,0.989970635262284,0.968690544609962,0.969070009551982,0.958081052625471,0.988356174732929,0.990917590626266,0.970401821202825,0.998925279788776
51,0.972584042660345,0.967150545454545,0.959260226045246,0.972889431207153,0.968601066649942,0.969881644846005,0.961607687312589,0.980674540945746,0.974207654899667,0.974368832215285,0.971988098606799,0.975608491616057,0.980604187232189,0.95609673885565,0.986577434710391,0.954731798790493,0.877252514852995,0.920084203673619,0.94990896488089,0.950394802370573,0.971373992989361,0.946557096557718,0.949361285540836,0.947165956272562,0.973763198232457,0.980615612316322,0.95997706653051,0.970432294833162
52,0.980532860172925,0.974637090909091,0.966518652266149,0.97956879429341,0.975906298748039,0.977062634001771,0.967859205042371,0.983649574472135,0.976541043392816,0.976696223208393,0.974468407204968,0.978686389754121,0.984119149642249,0.956612916093804,0.987716078378199,0.966491960058131,0.938000569040946,0.934175100044333,0.961406127476129,0.9632515566285,0.98356881495603,0.959101654579403,0.955282060902801,0.95014432465924,0.978803584110243,0.986268896780861,0.965111006381013,0.978456713997128
53,0.983013740823515,0.977416363636364,0.969011077284284,0.981536184795833,0.978288138423829,0.979171466752684,0.969955515902211,0.98443059335821,0.978038055141857,0.977484517686742,0.975123456514116,0.979947164746774,0.986018901592071,0.979262235018605,0.988360136818028,0.968319159908115,0.945034384445823,0.934921842435882,0.963852953754459,0.964829044942328,0.983072996740668,0.960910133466118,0.959638253374571,0.955814152907415,0.98267579315312,0.989908584970604,0.967785476944498,0.981741637397005
54,0.984593212941161,0.978308,0.969679882203804,0.981737986983397,0.978744669849746,0.979307169341955,0.970341176661049,0.984450594667973,0.977831847225269,0.977936651117894,0.97572101734172,0.979684057757817,0.987659066146498,0.980232750756884,0.987802598509465,0.971689653555858,0.873557048554739,0.940203535169799,0.967334457260678,0.969288367931938,0.992151082344259,0.965906503335242,0.962243249206314,0.957505623729463,0.983863780977756,0.991990444502481,0.969724781852968,0.981354317194539
55,0.984972753376085,0.978607636363636,0.969582175393459,0.981268200170411,0.978319497611232,0.979988947858639,0.971376920434084,0.985654221873239,0.978782391960521,0.978875550829107,0.976608575620668,0.981652175800832,0.988666304130129,0.966955044519085,0.988036654834716,0.97330983076274,0.948815280216001,0.941225335039892,0.967620931411722,0.969830535998051,0.992017711087879,0.966176363764331,0.96359875863873,0.958538494420113,0.984654541669395,0.992322251478443,0.970490001449855,0.982846908719729
56,0.986554050207361,0.979718909090909,0.970779534497354,0.982299271920853,0.979694926156407,0.981510703632439,0.973189022339184,0.986392012122084,0.979530897835041,0.979236495015888,0.977078384267063,0.982124601896768,0.988232038075411,0.979405777788743,0.988398554339001,0.972550372697014,0.946885967420939,0.940732661805231,0.96756251315347,0.970031837874911,0.992179524629482,0.96715117340358,0.97206639882364,0.966338860244601,0.992323409370598,1,0.975430407125228,0.992554354670569
57,0.987515309347351,0.980716,0.971764173977251,0.983012812630647,0.980414728899825,0.98281148914724,0.973961063373201,0.9867762308306,0.979820807565361,0.979213936004214,0.976991193403388,0.982370211622913,0.986776598633812,0.979874855055445,0.98841211346405,0.976455299798415,0.951251303441084,0.943471085457081,0.969979381350645,0.972775604906527,0.994834650390505,0.968776734342544,0.963761261231505,0.957203563855199,0.984832840576936,0.993139033236055,0.970917692161106,0.986380653949936
58,0.988719620342783,0.981151636363636,0.971950574054551,0.983669935524563,0.980596320473393,0.982899296705003,0.973856013987398,0.986807845804096,0.979704715394591,0.979001055189828,0.977043571797684,0.981659952362082,0.986055846614637,0.979830959163684,0.988364979362689,0.972947166096292,0.948627555367831,0.941390664099954,0.968473987772609,0.970740136114492,0.992573104360125,0.967965271183385,0.967280499292519,0.959681615353023,0.987635927733539,0.995650849402085,0.972757587877231,0.99377843587135
59,0.987786826735412,0.981385090909091,0.971934710218185,0.983416417005776,0.980459579830646,0.982541172492142,0.973974734183682,0.986898819503342,0.979851594439377,0.979418873504631,0.977291730409682,0.98202480269406,0.986248673706098,0.980504456714646,0.988051182468697,0.975675214476583,0.951865442348672,0.943659980351985,0.970558321268964,0.972837716638049,0.988232196666872,0.96827540367093,0.96705788395201,0.959417595036031,0.988580811209662,0.997112226492732,0.972740414196161,0.985461744407365
