Cycles,DischargeAh_1,DischargeAh_2,DischargeAh_3,DischargeAh_4,DischargeAh_5,DischargeAh_7,DischargeAh_8,DischargeAh_9,DischargeAh_10,DischargeAh_11,DischargeAh_12,DischargeAh_13,DischargeAh_14,DischargeAh_15,DischargeAh_16,DischargeAh_17,DischargeAh_18,DischargeAh_19,DischargeAh_20,DischargeAh_21,DischargeAh_22,DischargeAh_23,DischargeAh_25,DischargeAh_26,DischargeAh_28,DischargeAh_29,DischargeAh_30,DischargeAh_32
135,0.972407410381015,0.967883272727273,0.957820582895035,0.963577598365909,0.967564390257065,0.97024085758231,0.964505899134602,0.973220827041255,0.966951252833354,0.963811214751941,0.959779142029126,0.970897515615497,0.973882461679262,0.966349473457564,0.974099488465866,0.962329754816933,0.935208528574508,0.926191068843168,0.951007677507248,0.956149865879818,0.982636369226985,0.952834644809854,0.943859317674073,0.939020010741339,0.964225717686681,0.967575632122855,0.951550733861116,0.961127784097332
136,0.972677467998172,0.967301454545455,0.957617597897897,0.963646674025093,0.967997584613287,0.971463995091485,0.96471132104999,0.973259216651929,0.966686998831382,0.963573550797969,0.959563240842883,0.970622095737894,0.973732413034982,0.966230602101043,0.974064622144311,0.961173128310909,0.932223630158584,0.926945911990444,0.951665631864614,0.955983735706351,0.976685397577025,0.952268954119587,0.94346825452398,0.938822076095878,0.964068572886814,0.967704347418545,0.951230378656549,0.961256098765633
137,0.972482588582548,0.966988363636364,0.957268954039582,0.963535285004,0.966941582209568,0.970091729870571,0.963114354530884,0.972956616191318,0.966313707983934,0.96327488219271,0.959264620119308,0.970794152155549,0.973395046644711,0.965591388202771,0.97374210866993,0.963591767849609,0.932276794422225,0.927427170523854,0.952140092974905,0.956975278408353,0.975977799643318,0.953279142950376,0.943645620158777,0.93847262795959,0.963879193256205,0.968410413644772,0.951317237851189,0.960846713871529
138,0.971744309448075,0.966816363636364,0.956822963912657,0.963228603543328,0.966438376644261,0.969420110906025,0.964328898114687,0.972735633978612,0.966008725513211,0.962960009226953,0.958951627275346,0.970035289386906,0.973226525489149,0.965435990337777,0.973551312410312,0.964766396324598,0.935825234032755,0.92591822066164,0.951085942994265,0.958131080448536,0.97805293339893,0.955241558957729,0.943561065964162,0.938383976449001,0.963638439364101,0.968735088638651,0.950942058972439,0.960636250658971
139,0.971613659952207,0.966613454545454,0.956699658639085,0.963423172677575,0.966878134551334,0.970565963250723,0.962759273216544,0.972441098562261,0.965781030924132,0.962669601668223,0.958782994396151,0.969932249950344,0.972707350698358,0.965148263981563,0.973141310295734,0.961289391027144,0.932482485125006,0.924245046387873,0.949429261106397,0.954180250489878,0.97783269786606,0.951996459069851,0.943324578451099,0.938103192937279,0.963232146184957,0.968320075205053,0.950534514310135,0.960453283446763
140,0.971293970124329,0.966669090909091,0.956149111408838,0.963040905809733,0.965803900061916,0.968889999989115,0.960232331826546,0.972115593375953,0.965438847647305,0.962318507190764,0.95860541886427,0.969300404348783,0.972821102478363,0.964889694750532,0.973038002676313,0.96164755520135,0.933187186605832,0.927368255936749,0.951824409694735,0.956340316912014,0.97728652911875,0.95208528342308,0.943641656680904,0.941871365691027,0.963303667215666,0.968940897264477,0.950905730031715,0.960268618950583
141,0.970846185399663,0.966328363636364,0.95573773328853,0.963090090572294,0.965416650561658,0.968366783054012,0.961452271782908,0.972025910083789,0.965338148913544,0.962331851958233,0.958271346910409,0.969438762334355,0.972905687135289,0.964675662227201,0.972833970127956,0.961668557498476,0.934125444196589,0.928500520657664,0.953065423206578,0.957129809403043,0.975578454584589,0.951969736489007,0.942826171108624,0.938270502515446,0.964369431307072,NaN,0.94825635946364,0.956985392834678
142,0.97063342379047,0.965599272727273,0.955464082111217,0.96314144525085,0.964547344715503,0.968949143096203,0.959210618622162,0.971860737977358,0.96505753938475,0.962255596144125,0.95844157669187,0.969413488510293,0.972695035690836,0.964472843982786,0.972642851032027,0.961169002859688,0.931026884251498,0.924637933040626,0.949755055238957,0.955908902294879,0.974444606727753,0.95220722872158,0.942710899960497,0.937795008049557,0.964621265922244,0.959150044337155,0.947989506880867,0.958129362231969
143,0.970335995468871,0.965632363636364,0.955270471199205,0.962565694206758,0.964550991132643,0.967660694180427,0.959334015674664,0.971670725534608,0.964968385728745,0.961912444980636,0.957970809904116,0.968934581946648,0.972377762207575,0.964072013613494,0.972426227867553,0.960553185504665,0.932587347051913,0.923804659849267,0.948941318859586,0.954856744529584,0.976180354836726,0.950754799996537,0.942494890416443,0.938063219165231,0.964006117902251,0.867618186282617,0.948038055556198,0.957648351954236
144,0.970769912369953,0.965014909090909,0.955361688258309,0.962224294090162,0.964877345466665,0.968937532179474,0.959625060034645,0.971296507480974,0.964740691139666,0.961663024921989,0.95763833485252,0.968930045619252,0.972504477153393,0.964160766620923,0.972250927750848,0.958139421499226,0.926601784266018,0.924535200729362,0.949508650021458,0.954224776369704,0.974686750507349,0.949616643877198,0.941964114671342,0.937991653218501,0.964190460840557,0.836679987624313,0.94843404101009,0.957072972687646
145,0.970394751247739,0.965196727272727,0.954696849297881,0.961837687390329,0.963890260346891,0.968371499988933,0.958733579288003,0.971042297285919,0.964492792664514,0.961709096143013,0.957642486798409,0.968716190184878,0.972166786683977,0.96371924443956,0.972003635136858,0.958410201115747,0.931676221568118,0.926801203035869,0.951484759949641,0.955032228879486,0.974789757702478,0.94977773211102,0.941870642651514,0.937570316766354,0.964336524917356,0.967303258330919,0.947933031891195,0.956794618116198
146,0.969950251007607,0.965232363636364,0.954673774626803,0.961887595458221,0.963940580903422,0.966983995439812,0.960053532015779,0.970791313108568,0.964391452537544,0.96130938858406,0.957469701973324,0.968619955239409,0.972287344126033,0.96345042215352,0.97185480759763,0.962087103276921,0.928943945067016,0.927660987791425,0.954591038489394,0.95500042467961,0.978565663243343,0.952407459890724,0.942183427113624,0.937437500685034,0.964652829194012,0.960657609502245,0.946832264987257,0.956121814749601
147,0.970184909180353,0.964799636363636,0.954440143582141,0.961966074086719,0.964306681184269,0.967922665489126,0.959769682819209,0.970628721816299,0.964232387021793,0.961071724630088,0.957049397297147,0.968398971290556,0.972665544488613,0.963496560901064,0.971683704352963,0.961583048145891,0.927610805324933,0.924802525668349,0.949712364973311,0.954954402131555,0.978047936781256,0.95274883145165,0.941833980481193,0.936924289031003,0.963864418958781,0.964978911408217,0.946939600493941,0.956883216339549
148,0.97003966197545,0.964296,0.953855705428749,0.9760969287009,0.963378303380448,0.966615711674813,0.958769914863229,0.97055129739141,0.964313843959295,0.961156876955842,0.957039496503103,0.969333454734095,0.972339196789283,0.964488223565301,0.973783108881388,0.961314518775491,0.929474487753154,0.927466937870149,0.952022507506372,0.957259271204889,0.975505042740299,0.951194405270145,0.941812511642716,0.93658902513641,0.963898332686958,0.962285059889971,0.946905913657997,0.955935792426244
149,0.969726906059363,0.964551636363636,0.95380739283618,0.962720843200424,0.963090965709823,0.966325801597735,0.959386900125736,0.970520005019683,0.964196148305503,0.961518138875182,0.957574458761915,0.969003598927742,0.972430263029116,0.964361982825492,0.973040262530488,0.960021752379167,0.932595413353983,0.929502436854609,0.953480717106589,0.95897370466171,0.977800796383986,0.951711920040016,0.940733124502088,0.936548084256975,0.963088432564566,0.963198632832997,0.946774799208293,0.956266083887242
150,0.968580256014621,0.964250545454545,0.953021411852593,0.963444871837528,0.962568798775387,0.966576161989705,0.958048599731261,0.969830927638165,0.963765132069276,0.961141943525579,0.957098901267365,0.968641340782847,0.970904174333839,0.963399797694408,0.972958907780194,0.962947447377057,0.927328851402583,0.924605530017719,0.949893985840313,0.955185263205946,0.975066877805793,0.953735308696619,0.940457002210299,0.935343068451216,0.962672401780303,0.962581206955516,0.945580567847764,0.955679502546435
151,0.956804284135648,0.953061090909091,0.941961073029892,0.95617565325321,0.954809952385085,0.95714809760572,0.947880754556787,0.962006221697743,0.959622694031066,0.955734453107599,0.951959111636882,0.959926083785319,0.965640156776527,0.957911850000369,0.968644523324116,0.919683840420046,0.889166076360015,0.877557445404589,0.902705514309103,0.916137563266972,0.932880434782609,0.911014558537319,0.944010590412875,0.936738926781589,0.966562407135986,0.954408974342864,0.944423656217252,0.951880302102969
152,0.962651761432561,0.958205818181818,0.947452123662931,0.960916558050316,0.960003179675746,0.963108489140346,0.953689409978612,0.964529935347379,0.960998803160273,0.957745382472156,0.953595297697714,0.961858559255939,0.967811162970976,0.959756759086209,0.970216413320872,0.938524776147391,0.911325308096074,0.898162822244381,0.922077907487947,0.934644614258085,0.953213978230121,0.928914171210446,0.947380867763845,0.936841117795614,NaN,0.958127793571911,0.947240800438854,0.9574426411368
153,0.963554994679135,0.958965090909091,0.948600809632521,0.961553428394942,0.960935933180135,0.96394882923861,0.95477120279748,0.966439092624452,0.962396078265365,0.958868249334906,0.954954261525323,0.961919151629011,0.968904606007261,0.960796162537836,0.970654179358169,0.942628474989452,0.913777097275203,0.902669788157873,0.926799301077967,0.939741892080492,0.95860455999016,0.93432982213676,0.947897441046569,0.938908471022561,0.975714412830806,0.96534230287626,0.950157023589702,0.961762907759745
154,0.964256779541019,0.959556,0.949086459350361,0.961424318393221,0.960843314184782,0.963123002786257,0.954116083168894,0.966724272589463,0.962580478812858,0.959183440033222,0.954807665897386,0.96247128747776,0.98369525412018,0.961062421560124,0.970572178935253,0.948656884346725,0.921792434981939,0.909829015139576,0.933447373762263,0.94553212729313,0.963121118012422,0.939255433622803,0.949399599160271,0.937847876586781,0.959802494505808,0.849743401473196,0.951531578601461,0.965801085786503
155,0.965380803136756,0.961148727272727,0.950452191444777,0.962522295886852,0.962102422023193,0.966233639946198,0.957366857998054,0.967020098412896,0.963251376109129,0.959768385673947,0.955621127911233,0.965766929330824,0.968980764606409,0.961538868210115,0.971210103485179,0.952601190755239,0.926515254843814,0.913511545049775,0.937061067301578,0.950266837236956,0.966987731381834,0.943299576315363,0.948841739649708,0.937056460374064,0.96755262084284,NaN,0.951759790401828,0.959508235731019
156,0.966443881297269,0.961374545454545,0.950672842986958,0.962615602274651,0.961850454598825,0.965239092360126,0.9565451703365,0.966722659580611,0.963558924152687,0.959776328987917,0.955463992728346,0.966606473922436,0.969647071329172,0.96178558234629,0.971606869311019,0.951317425343397,0.92365795066063,0.910847869280314,0.934953890768342,0.94803867241038,0.965886938072689,0.941602127870184,0.947718423962659,0.938358831656906,0.968766799467454,NaN,0.950757441900942,0.956434793914083
157,0.964852731012395,0.965558181818182,0.957601373519796,0.965905194923554,0.967488544780555,0.967551116153797,0.9606410171083,0.967523357174679,0.963875772397771,0.960340304279762,0.955924858722057,0.967025436159779,0.969736841252423,0.962081959717669,0.971486451367131,0.954956073320519,0.922036257294504,0.914922181194758,0.938504297861218,0.950902172900352,0.966677172375623,0.943930003398661,0.951325849406337,0.944564759767301,0.965336140449844,0.965171474924461,0.953716268991367,0.965275946125491
158,0.965385182449466,0.962914181818182,0.955787848589777,0.965166338527148,0.965800253644776,0.968138193130909,0.958324174489908,0.967477547723286,0.963766414855693,0.960382244977522,0.95593156571157,0.967502398583111,0.969435447647283,0.962001857725405,0.971769901647918,0.953806197552857,0.925285877078356,0.914345922889643,0.938639483702429,0.951373997559682,0.967850993173851,0.944678988411057,0.951710306759976,0.941641838870883,0.967368949463508,NaN,0.955627501536549,0.960678343301482
159,0.964516618761852,0.961339636363636,0.953954133322565,0.963510330970054,0.964175774808946,0.965461876824864,0.956185052407772,0.967846926750365,0.963446038947961,0.960019076662829,0.955655621000159,0.967356264036288,0.969108451789662,0.962155973958522,0.971232056354306,0.957726501336084,0.929124336913305,0.916881459432152,0.941794069648045,0.95292454584538,0.969860402189287,0.946459239219415,0.948843391098821,0.940055138015895,0.969271811815744,0.979837547032875,0.951603906219812,0.958143279960542
160,0.964610773985131,0.962085090909091,0.954688556837962,0.964172878653958,0.964941522408327,0.966170142745336,0.957490614808726,0.968284697352762,0.977500246936385,0.960364769686789,0.955974682072728,0.99064803705013,0.968353995539375,0.966973628181291,0.991451617329207,0.959498570156111,0.930689932815037,0.914791096238451,0.940659032848287,0.952830255746925,0.970185182338109,0.946986539723116,0.948858584430666,0.940116710519614,0.968934017651928,0.969927488119307,0.952647537607884,0.962138346974405
161,0.965047975370745,0.962023636363636,0.95423824021021,0.963909595513192,0.964540416522937,0.966967667588162,0.958052557071137,NaN,0.962837036096327,0.960651999919931,0.956308434646136,0.959531747325268,0.966995131683079,0.954173650225359,0.967809991460979,0.958407200787586,0.930340515275376,0.915874019992665,0.94100617211367,0.953071593498922,0.969487193284546,0.946482950805234,0.948453649108019,0.939881703424269,0.968122102852615,0.971704710130777,0.951428536515044,0.959486171039379
162,0.965142860479477,0.962495272727273,0.95443689870652,0.964060404674867,0.964734770556494,0.966588861429877,0.957889586619874,0.96617778519045,0.961967306905367,0.960666297885077,0.956088062133551,0.958920963243759,0.96765949393097,0.95374109946713,0.96706746794639,0.959559701842389,0.931815915253964,0.916991556066803,0.942380124610638,0.954380055698508,0.970965039050489,0.946860454306457,0.948828528056799,0.938394936999401,0.967187964320072,0.96924825173044,0.939848191264607,0.960506578163491
163,0.965840630971375,0.962295636363636,0.954939493885933,0.964511023896562,0.965150826752158,0.96762586143024,0.95839648588219,0.967145267899801,0.962673160131511,0.961029466199769,0.956501979200667,0.959766016232924,0.967761578861743,0.954183262464431,0.967229854610667,0.959477192817965,0.931836447659232,0.916844637815211,0.942225466016676,0.955482726016546,0.970627959535084,0.947717835139742,0.948811022696195,0.939289188964402,0.971873095500723,0.969852772116531,0.952623428401768,0.957214526170931
164,0.96593515113738,0.961869090909091,0.95423824021021,0.964070892602178,0.964612250940593,0.966907073116482,0.957421900998149,0.9673859288205,0.962288965599517,0.960760346722477,0.95622858953288,0.960151280038183,0.96810542683492,0.954393129684164,0.967218878176104,0.958949885143688,0.929895035411066,0.916841323869687,0.941825151157243,0.954698846031378,0.969256195805916,0.946741896377359,0.947697945993651,0.940191822526768,0.973072164048426,0.966066029248598,0.949500790814987,0.957637828793608
165,0.965263656521746,0.961887272727273,0.954072391011839,0.963743958592216,0.964198382595214,0.965152736166953,0.957497809972137,0.967931448414203,0.962453482957541,0.961046941490502,0.956476748144879,0.960633750859067,0.968137186591161,0.954961213013306,0.967333485066399,0.959510196427734,0.932291460425989,0.915279719095249,0.941000180497439,0.954872085378936,0.971811389213456,0.948129588709371,0.947598859046836,0.939394603669721,0.971682036972679,0.959073969861602,0.934680234315062,0.960739784981277
166,0.965911429860198,0.962470181818182,0.954720284510694,0.964417717508763,0.965144263201306,0.966550400268212,0.958116594025496,0.967987258520477,0.962355349796614,0.960882991490169,0.956256375632293,0.960575426649692,0.967741810033879,0.955012157880386,0.967390949929702,0.957475223852609,0.929561383825451,0.915532315387459,0.940711459490308,0.955057672239386,0.969878466883956,0.946739261756712,0.948518385913271,0.939184741366471,0.971549739854843,0.9704831034854,0.948685701490378,0.959272992172466
167,0.96576034357168,0.961905818181818,0.95415892102838,0.963977947867045,0.964561930384063,0.965262314193584,0.957361461625495,0.968014034467418,0.962400247321221,0.961158783351195,0.956463653546305,0.960271816737558,0.967430694054379,0.954814466163477,0.967184980363481,0.961499038957386,0.933304147985844,0.91825785147338,0.943440266207509,0.955981490704007,0.972081590923067,0.948980194803851,0.94639924641074,0.93853935836938,0.972087658592849,0.971437430611758,0.947653629310718,0.957654122719741
168,0.96556947852604,0.961868,0.954487014007767,0.96422278672185,0.965941005346377,0.965584517132815,0.957184820363752,0.967709820997956,0.962404416377078,0.960590677536086,0.956168546007712,0.960562465714276,0.967704216853023,0.955118212918144,0.966644229543074,0.954459894050912,0.923042345152666,0.913764141341986,0.939094846535984,0.952227098450462,0.968808037636062,0.944076413031737,0.94720251125958,0.938493904322132,0.970773753460627,0.971605541618002,0.947062128103111,0.956775608535709
169,0.965622395221294,0.9614,0.953939711653142,0.964045576915566,0.963904481373737,0.965509771856372,0.957063941618444,0.967924673777025,0.961896432955809,0.960794344106268,0.956320251722898,0.960450353622922,0.967589816914728,0.955076239474198,0.966734946546378,0.958568093385214,0.929404824235278,0.914983673295049,0.940453445516361,0.953287113723961,0.969025967037698,0.946256749804003,0.941517562831033,0.934810192280291,0.963956086758704,0.969604850834595,0.9481430792212,0.947822096125338
170,0.965212564540121,0.961476727272727,0.953851739469658,0.963174355643445,0.964197653311785,0.965112097958402,0.956969325219587,0.967604652820814,0.961725180969094,0.960413065035724,0.955800619725831,0.960458778230943,0.967672781175928,0.954415237834029,0.966766907341136,0.954650789930149,0.926712512594431,0.912337671901719,0.938169141828297,0.95185891806602,0.968109279872087,0.944146042291683,0.941770895125054,0.933864361254583,0.963782824543466,0.969113083689055,0.948128877908008,0.948904963299629
171,0.96518957314839,0.961766181818182,0.953895365019664,0.963030056229757,0.96391943168401,0.965208250862564,0.957587389756606,0.967044938749215,0.961413143173075,0.959819540615912,0.955357000276583,0.960631482695369,0.967530834510281,0.954437666391863,0.966618079801908,0.959939618395762,0.929365226025117,0.914912239358184,0.940152741276768,0.953914217712096,0.969118980997479,0.947052028864904,0.941726305998988,0.934533599567252,0.963033700508202,0.958353979289403,0.948136804222348,0.948272215834777
172,0.964663690680385,0.961243272727273,0.953400701758434,0.962973638413878,0.963446491380964,0.965499975145381,0.957024008461512,0.967008484749162,0.961238684220316,0.959882451662551,0.955160900678428,0.96070989635464,0.967318562670101,0.954140007388608,0.966625182200743,0.955421874267498,0.928068017992253,0.912007381997764,0.938190861437134,0.952334110228867,0.969611724371195,0.944866799225723,0.941976335394782,0.934690593333277,0.963420518477106,0.959909430619908,0.947539028015888,0.949910773781579
173,0.964238532404725,0.960891272727273,0.953460551686542,0.9623298966686,0.963085860725827,0.96452320677555,0.956055899224541,0.967067520873141,0.961068394323413,0.959534852243239,0.954694605217016,0.960247839007037,0.967244348545825,0.954097393128723,0.966368850170054,0.958912381041677,0.930900023318946,0.911848680828751,0.938169890780326,0.952869917455005,0.968113892134555,0.945734342167216,0.941416494145283,0.93533533159211,0.963787189676795,0.960511913296833,0.947266891223555,0.947717203975854
174,0.964497276797379,0.960966909090909,0.953498048027044,0.962822467599538,0.963581408815141,0.965243083612751,0.956354138747934,0.966756855368271,0.961064225267557,0.959357557475437,0.95483449385544,0.960314263801047,0.967281941726681,0.953783072911076,0.966083140035092,0.955349491350617,0.92711839424858,0.912685267965635,0.937883791105296,0.952623715531263,0.968661213947482,0.944696678006827,0.942053292923475,0.934996199267964,0.963736822753761,0.961243450887643,0.947643391154696,0.947530502738907
175,0.96461442341239,0.960605818181818,0.953043044356729,0.96228505173803,0.962995064939043,0.965157815943022,0.955601164896956,0.966708787704485,0.961212066402156,0.959132602823816,0.954480620313491,0.960300978842245,0.967154578622573,0.953805181060941,0.966046659531984,0.958491209976091,0.931319471026576,0.911589456645492,0.937168541917722,0.952337477732383,0.968573965315786,0.944936804860047,0.941190245616724,0.935660602043691,0.960008663110762,0.960263312778508,0.947027780740972,0.948533258109708
176,0.964566250972572,0.960544,0.952987520929448,0.96210314044709,0.962810556231763,0.964609200127575,0.955946172982521,0.966406187243874,0.961219442424056,0.961511148758889,0.955457285738832,0.960333057157401,0.968324180258006,0.95404740948555,0.96687602601415,0.954294125920023,0.926676214235117,0.911326918516707,0.936396372375953,0.951963684842081,0.968047014328762,0.94446558413868,0.941248376625521,0.934692527548054,0.963253300292632,0.960395424256143,0.947387106991042,0.947327168119033
177,0.963773595371942,0.960534909090909,0.952522061548801,0.961688686491984,0.962536345662842,0.964346140295432,0.955584975779281,0.967139461067934,0.96186468399198,0.959249846138008,0.954751135557201,0.961184590614274,0.96815727949817,0.953858689191774,0.967003546356873,0.958460831653462,0.93110424742135,0.910865543656445,0.937651615976345,0.952201655090561,0.968838017342107,0.945240162608786,0.941005283316004,0.934971376844999,0.963179093026028,0.959647924610195,0.947571063536345,0.94717203636397
178,0.963939644312222,0.960096727272727,0.952559918431038,0.961739317865208,0.962585572294231,0.963870092709542,0.955253998262368,0.966612329775143,0.960886880045359,0.959746462127391,0.955140140948982,0.960648331911411,0.967924590671836,0.953341871137682,0.96625973149704,0.953859453377713,0.926294531487177,0.910322056590407,0.9358762251919,0.950330445636707,0.967421668409077,0.943960866097664,0.941065726353561,0.933940762738255,0.957912727553561,0.959798035852134,0.947220654389907,0.947163210487314
179,0.963892931643308,0.960164,0.952617965650468,0.961836240779665,0.962579738026807,0.963730036026498,0.955316596184045,0.96648038565106,0.961344193403143,0.958852998172085,0.954297934694363,0.96034374992912,0.967599215209942,0.953440236384183,0.966211951723058,0.957541981154189,0.930763262833853,0.911710967981395,0.937699548906193,0.952076309126346,0.967320967345182,0.944910835027959,0.940804467103794,0.934084539369975,0.958763928552841,0.959369777308954,0.946377492702011,0.947001629053157
180,0.963676885549582,0.960112727272727,0.952380368646714,0.96136283744002,0.962320477768159,0.963790630498177,0.955072680144407,0.966419091314689,0.960949736579809,0.958703663869455,0.954367559633121,0.960206039990318,0.967833524432003,0.952759049041964,0.965556271176044,0.954397262200553,0.926142738348227,0.908731362738586,0.935272944332643,0.9512071190521,0.967310205399422,0.944246534250633,0.940120106591132,0.933729288589358,0.958200826353317,0.959512077332421,0.946295587453833,0.946588170677518
181,0.963549885480973,0.959797454545455,0.951814678663573,0.962792450428269,0.976023713379944,0.963355583961986,0.955157583072659,0.966197463898442,0.961300257968349,0.958256614159243,0.953561762750147,0.959987972251933,0.967169486263257,0.952623836879021,0.965950131475087,0.956349350710234,0.928435768036618,0.910517947592529,0.936552154397959,0.950129892093962,0.966345089477892,0.943590137335247,0.940485737424876,0.933573906668979,0.958096398932893,0.959145629300628,0.946171408529177,0.945760914469448
182,0.964000589747445,0.959757090909091,0.952449232118211,0.96133643679541,0.962528688186848,0.964469143444531,0.95601020993688,0.966270694500317,0.960903876965389,0.958196244973074,0.953606795394023,0.960047916578235,0.967372683887368,0.952490867571862,0.965538192342645,0.954055599831232,0.927045430879858,0.908908842932238,0.935475161380438,0.949535340639818,0.967312895885862,0.94369778040738,0.940266094692771,0.933329550868881,0.95815180254823,0.958336998379682,0.9458655849009,0.945697096592091
183,0.964057155869958,0.959957090909091,0.952438776407879,0.961329565394758,0.962459041619476,0.96449708221291,0.956307729943932,0.965702915384459,0.961439760991235,0.958398322880462,0.953716342889409,0.959849614266361,0.967792690459693,0.955601388135485,0.966178699583057,0.955638272936102,0.928554196017007,0.909359539523587,0.935851509774947,0.949085966003929,0.965730889859172,0.943467062913612,0.939895509511686,0.932819885275274,0.958071887030349,0.95832307403371,0.945394629723877,0.944849133519559
184,0.963907529352343,0.959853454545455,0.952077513588818,0.960230141290464,0.961482531109408,0.964050061918842,0.956228942904579,0.970169982098828,0.961357662660525,0.95954787927815,0.954451876072719,0.962474203688229,0.967575233353189,0.953628315862021,0.966660048522297,0.954000093760255,0.927408047822905,0.908980276869102,0.936285152999665,0.950444566589202,0.967302133940102,0.944012429387462,0.939687096633554,0.93275025354332,0.957435249123196,0.957717534793035,0.945574292848912,0.945017164632811
185,0.96376045743381,0.959675636363636,0.951763121195383,0.960161788936611,0.961441326595727,0.963940121051064,0.956220668466657,0.966840731828568,0.96188617066447,0.959395367649932,0.95455663286131,0.961342390002971,0.967245644862406,0.953234854876017,0.96630170021743,0.95549538230744,0.927417947375445,0.908042798501802,0.934733324395839,0.9486395847045,0.965366521124162,0.942424505886307,0.93949552853638,0.932464956863787,0.957804270779294,0.957006713912086,0.945785661231307,0.945185535202858
186,0.96314625882614,0.959025818181818,0.951738604357363,0.959479712008749,0.961065745630316,0.964645121401205,0.955779604949553,0.967012355970407,0.96161101297795,0.959082401079528,0.953909248683035,0.960666153197609,0.966673321091784,0.953032357039571,0.965675074938379,0.954177488162768,0.926337796198278,0.909341128715117,0.935583759424625,0.949747493361341,0.966285514421007,0.943394422658641,0.939185056103029,0.933053280524972,0.95789224500486,0.95688750792584,0.946292945349054,0.944540567293406
187,0.962773287360282,0.959136727272727,0.951487667309392,0.959424379150869,0.961250254337596,0.963785913563256,0.956363492460368,0.96634231209334,0.961762702471801,0.958750052823038,0.954029655113824,0.960259827872297,0.965776270017559,0.95250849001016,0.966171274347911,0.955549763255356,0.927457545585606,0.908101344872737,0.934966997428848,0.94885211159308,0.965523722403296,0.943020682901199,0.940246937883054,0.932609378233765,0.956897666164676,0.956497965856824,0.946174380897054,0.944840647099698
188,0.962595560252774,0.958809090909091,0.951638373754869,0.959400148422254,0.961115336903419,0.964272483542433,0.955420206537166,0.966673301509744,0.96129961657514,0.957831170263029,0.953041491992174,0.960216732762037,0.965909142467137,0.951911890371773,0.965405183782641,0.953018236369603,0.924872295772231,0.908008186181878,0.934835181871766,0.94812660166886,0.966002628989607,0.94287878976066,0.940313656427242,0.931874698987825,0.957136405379859,0.95647385296502,0.947067082049573,0.944908877915382
189,0.962225508328723,0.958216,0.951577081659819,0.959129270575505,0.960880142997895,0.964148754711039,0.955054692235879,0.965269338605076,0.961638272189319,0.96155785544503,0.953996120166257,0.959182126092404,0.965325800005574,0.951079470468158,0.964155484423955,0.954444142328067,0.926429458721799,0.908390026349549,0.935377048664656,0.949171276093007,0.964840338847549,0.942607800208436,0.939749521410047,0.932891451222005,0.957648804876861,0.955626505569908,0.945878795424799,0.94436540758747
190,0.962399221066246,0.958000363636364,0.95155328590527,0.959209195814666,0.961320265546682,0.96325834253438,0.954888124202911,0.965535807667405,0.96100233082292,0.957536949913593,0.952481618058026,0.959008449557821,0.96532677224301,0.950073709853282,0.964486391642414,0.952747456753082,0.92370011542145,0.907197742393022,0.934609747311075,0.948617134681058,0.965149744788143,0.942454992210932,0.93875303701492,0.931577474650503,0.957275753866921,0.957035581458613,0.945784670442014,0.947133338289403
191,0.962722925264109,0.958016727272727,0.951201036629598,0.959102146625564,0.961176232069655,0.963156384171853,0.954660037522777,0.965192559383727,0.961551684106148,0.957452750785514,0.95193771314653,0.958557409005323,0.965711130109351,0.950007064995718,0.964239421864735,0.953264263278796,0.924760467493536,0.908582235189977,0.935326119926693,0.948154664198162,0.963817185289958,0.941675144499533,0.940155117312339,0.931079091976426,0.956728769082768,0.955434281671859,0.94729265174516,0.945178406610174
192,0.962749201140373,0.958339636363636,0.951529850692456,0.958968335139186,0.961043867127477,0.96355623511671,0.955471292197385,0.965424832658397,0.961043379988275,0.95680743595862,0.951723408862552,0.958778716977562,0.965831039393117,0.950268197490501,0.96405992487599,0.952827340490366,0.924152561637547,0.90700774284961,0.934020322064351,0.948268036816542,0.96464508640305,0.942382351955961,0.938901997724964,0.930687091115055,0.956475255570162,0.95482534624924,0.945794248071842,0.943156262485645
193,0.963159761706998,0.958717454545455,0.95269548212362,0.960177340001244,0.962825141900323,0.96630693385805,0.955479206877137,0.964974157985184,0.960122660037226,0.956557698167414,0.951424468758523,0.958793622053291,0.965002369018552,0.950739838020955,0.963370023680043,0.952003375369181,0.923532922978548,0.907822973448668,0.93399148741124,0.9473558175307,0.964030502429125,0.941323987204777,0.937932927385122,0.930904690277411,0.958059798968821,0.957466217329154,0.944859603505941,0.945284996043631
194,0.963165235847886,0.959146181818182,0.953111907828226,0.961219261331663,0.96466585327255,0.965015582213092,0.955895806838643,0.964301533293954,0.959930562771229,0.956070931887354,0.951080176630166,0.958752795106728,0.964520139250327,0.950312093382262,0.96265397274293,0.953557920397544,0.925141050291194,0.907789833993422,0.934914196310812,0.948277016825918,0.964058176003936,0.942375953591534,0.938425059220965,0.930844407250211,0.956959449590265,0.9551938319902,0.945026716633272,0.945233738067669
195,0.963132755945282,0.95912,0.952341069597535,0.960746942950015,0.964160095215244,0.964284820141457,0.956561359454175,0.964092809948522,0.960050182604646,0.956055998457091,0.951154272895267,0.958714884370635,0.974470341248858,0.949539269360892,0.962606838641569,0.951734845998781,0.922459738153169,0.906917529888106,0.933481451079577,0.946998487990921,0.963729167947851,0.940916750127685,0.939361430868358,0.935770852285952,0.95670694341612,0.954098223694958,0.947776156919887,0.944074832571423
