Cycles,DischargeAh_49,DischargeAh_50,DischargeAh_51,DischargeAh_52,DischargeAh_53,DischargeAh_54,DischargeAh_55,DischargeAh_56,DischargeAh_57,DischargeAh_58,DischargeAh_59,DischargeAh_60,DischargeAh_61,DischargeAh_62,DischargeAh_63,DischargeAh_64,DischargeAh_65,DischargeAh_66,DischargeAh_67,DischargeAh_68,DischargeAh_69,DischargeAh_70,DischargeAh_71,DischargeAh_72,DischargeAh_73,DischargeAh_74,DischargeAh_75,DischargeAh_76,DischargeAh_77,DischargeAh_78,DischargeAh_79,DischargeAh_80,DischargeAh_81,DischargeAh_82,DischargeAh_83,DischargeAh_84,DischargeAh_85,DischargeAh_86,DischargeAh_87,DischargeAh_88,DischargeAh_89,DischargeAh_90,DischargeAh_91,DischargeAh_92,DischargeAh_93,DischargeAh_94,DischargeAh_95,DischargeAh_96
11,0.997510537002443,0.994653372231704,0.997329862492331,0.997131467885817,0.9970004039992,0.996873475194538,0.996961357099341,0.996887711663986,0.995143822692497,0.995866307564107,0.995387952690498,0.995146433432304,0.994691216354012,0.994965314270495,0.995435359360431,0.994976748220194,0.997831397591394,0.998139354013769,0.997939253731738,0.995861479045389,0.997972853637735,0.998117984606563,0.999543572973988,0.999005803893755,0.996857643041425,0.997089101881434,0.997537255095069,0.995501344144401,0.997121267528809,0.996007280496191,0.99471173180103,0.994330083786773,0.991659690538976,0.994482266639558,1,0.998840195307622,0.999374668305355,0.999361232695102,0.999011452615269,0.998807543688129,0.995627359646972,0.99941385185301,0.996416070675269,0.989096691343297,0.997012203080136,0.998537454476039,0.998399792952538,0.996486225281429
12,0.996438666690239,0.99417695938613,0.996924880196823,0.996890155777458,0.996726495156586,0.996340793489983,0.996554005164582,0.996720696505404,0.994973334708563,0.995380491537589,0.995151484204483,0.994566717847127,0.994335998733757,0.994801182844544,0.99498228646916,0.994388238603238,0.997942168404604,0.997279225422897,0.996783531469733,0.995580405456049,0.998484974823991,0.998081938274128,0.99951525210513,0.99862467902907,0.99699062679986,0.996501365930453,0.997319972177938,0.995285098156272,0.997203763283971,0.995529389813607,0.972097125568353,0.994610555806681,0.992787032773848,0.996408865237999,0.999655913285947,0.998633348936921,0.998210245523868,0.998392249250637,0.998958947988082,0.997617908923284,0.997907330227997,0.997698391609485,0.996625529551455,0.989251911164129,0.996742038632211,0.998399803132607,0.996479803953556,0.996183577093531
13,0.99637973674027,0.993729508796879,0.996413667678523,0.996328842829752,0.996290463657722,0.99610368317882,0.996024480315951,0.996386666188238,0.994596562331256,0.995160384651983,0.995045711668322,0.994300623852678,0.993947907503401,0.994154724681736,0.994475138121547,0.993833934008129,0.997225784544175,0.996499836872164,0.996416567356247,0.995209914303786,0.998684242490695,0.998031010428303,0.998660027728106,0.997701473562857,0.995795927803364,0.996103779845966,0.997180861868387,0.994941630525555,0.997373064274043,0.995121004886409,0.994450754743792,0.983273808880997,0.989372567075468,0.992574663170625,0.998319120650173,0.99842894426031,0.998604089271249,0.998214386800859,0.998196066186429,0.999747471541171,0.995313884121925,0.997820831444634,0.996399457296287,0.988506984570571,0.995610154006787,0.997048612351092,0.996454182478738,0.995540571598727
14,0.996194434786481,0.993528725514283,0.995935795107069,0.996014087905804,0.995995308902495,0.995320174037662,0.995770661187397,0.995961951859185,0.993938272428877,0.994680648926173,0.994627484628789,0.993702139407824,0.993868158560379,0.99380297090084,0.994411591822569,0.993769494190185,0.996849625324318,0.996324515642147,0.995850101600505,0.994604702048846,0.998088409187454,0.997602753542958,0.998023796116089,0.997000400099321,0.995878426986837,0.996659103887886,0.996554865475406,0.995058994801163,0.996947964878971,0.995475638696109,0.994374597737765,0.994114715833093,0.99095510164218,0.993508590371439,0.998094746709474,0.997420524601463,0.998063252423117,0.997870542693627,0.997475605341842,0.997653530954487,0.996806733676555,0.996797351652417,0.996110840555538,0.987992477462596,0.994875032628557,0.99635548589301,0.99702304408418,0.995384858943514
15,0.995636237204835,0.993036692575412,0.995576573522918,0.995616709814321,0.995386041500785,0.995212070025272,0.9951117767829,0.995612916273866,0.993651901153373,0.994246211440633,0.994023547762835,0.993261373928964,0.993235645951219,0.993153767045033,0.993520416081613,0.993600606894816,0.995883677459129,0.995885883015921,0.995715338901763,0.994320341049105,0.99718727286933,0.997841519157799,0.997341790076499,0.996641848295292,0.995377890896061,0.995787995246253,0.996219708114563,0.993625980076413,0.996633372857419,0.994716944761768,0.993694757147381,0.9932942811786,0.991069858942698,0.995746498036818,0.997902576204881,0.997034388121926,0.99689044998743,0.996916934392168,0.99743735693793,0.997080404214827,0.996117022145951,0.996979708853703,0.995418942183812,0.987352958946125,0.99554163403811,0.996364251426672,0.997292556053463,0.995575680088837
16,0.992050349749253,0.992763015524095,0.980255233636215,0.975319607395692,0.989702596446637,0.975362083121861,0.978040562060737,0.986150137493925,0.993223254318321,0.993754315113408,0.993756380925808,0.992943211485089,0.992594306168976,0.992575646130205,0.993136083177217,0.992796788881413,0.995702356187506,0.995423522704429,0.994957629022072,0.9941901595972,0.996366237557261,0.997752891478052,0.996794472820199,0.997191453250374,0.994368199396832,0.994662838974549,0.995801761653566,0.993567760002686,0.995805952745939,0.993872372605218,0.993497244261833,0.992992827753462,0.991093577776848,0.992019231513342,0.997969433338537,0.997524122193534,0.996986816010726,0.996810706131397,0.997309050928445,0.999098163031809,0.994854621230694,0.995683018897416,0.995517645200118,0.986574288913256,0.994682524145132,0.995327321259406,0.997077854580941,0.995173557845626
17,0.995205721181454,0.99277700852434,0.994817599438843,0.995075396919074,0.995106902895066,0.994415496955125,0.994796871197409,0.995141881334425,0.992652331923723,0.993142636862249,0.99354757135011,0.99225451542437,0.992086591524088,0.992386803467261,0.992766720314408,0.992579953475062,0.99570532326286,0.99500565180281,0.994617419267895,0.993677652315586,0.995953914345762,0.997736356463173,0.99635582866533,0.99719472470844,0.994656023040667,0.99404207374481,0.995204695280714,0.993475039144528,0.995612026157311,0.993591878267929,0.993070641195554,0.992831147513163,0.988132560378385,0.992489888611154,0.99621644629482,0.996197933489648,0.997227032764448,0.996569246499185,0.996422383383224,0.995856910885669,0.995469477813189,0.995168836717362,0.992189105858171,0.985599585566292,0.994305664317411,0.995531201079394,0.995022947436085,0.994663834581798
18,0.994983751703239,0.99238455368024,0.994956842746257,0.995212118589163,0.994879081339813,0.994464486688836,0.994519858815151,0.994985630824735,0.992298918220373,0.992827069255537,0.99341505173584,0.99210375909987,0.991677497709501,0.991995694753377,0.992696147261216,0.992277300112113,0.994592010655097,0.993928348981522,0.993755334356825,0.993309462350604,0.996331111296409,0.997285942657891,0.996316640486329,0.997153831482615,0.994260765758652,0.994429473229307,0.995313336739279,0.993276043548615,0.995519680162726,0.993664782082467,0.99188958843949,0.991805218507451,0.989140959636125,0.993824120578268,0.99528499690917,0.9954486822177,0.995796206809866,0.995755412225056,0.995756513442402,0.99549363670607,0.994266895480919,0.995244710338611,0.992288786132063,0.9856391135952,0.993501370399374,0.994613417240052,0.995253216386976,0.994288043706169
19,0.994577462437068,0.991862582229215,0.994982991724175,0.994841953683813,0.994544049640911,0.994373692382358,0.994492745574907,0.994808503420223,0.992601064184782,0.993171518290608,0.992964302680878,0.992117987106399,0.991081511333786,0.997799174522654,0.999489796541859,0.9979538067288,0.994266621391295,0.975453050490537,0.955635987453857,0.993384086566721,0.988372879375107,0.969231975014931,0.994208711630986,0.980488696948809,0.993940311840757,0.994719945671467,0.995340112396206,1,0.995019472692058,0.993395717580508,0.992430117433484,0.991256307920635,0.988705649268204,0.990770125867356,0.995153732903301,0.996438614764157,0.995821345772465,0.995696707133577,0.996075366045918,0.997318824938526,0.994937974993871,0.99360251861346,0.992221355358548,0.985031410321508,0.992450404594101,0.99417676380393,0.995432566710699,0.993385625478881
20,0.993466960268773,0.991053266145238,0.993380059377792,0.994052771285957,0.993616747270391,0.993376588002218,0.993287349713433,0.993969513209529,0.992199719695912,0.992857166744038,0.993423258225714,0.991771974096552,0.991746897553047,0.997715583424678,0.998140354221735,0.997186942355071,0.993505731400558,0.992798317970756,0.992606548410197,0.992761779777692,0.995901717378701,0.996600070240743,0.995694239996312,0.996338911278384,1,0.994160917411369,0.994894466979767,0.99358192996772,0.993851911500524,0.993312928502982,0.999944584942769,0.990871237424656,0.990277370836996,0.990752537784478,0.995515671522151,0.994771286514663,0.99545299013994,0.994631978480391,0.99499258850246,0.996413108343173,0.993288877992972,0.993199704581334,0.991669530574318,0.985294287782047,0.992115309318716,0.993567072240334,0.994829326923857,0.992680204890548
21,0.993452882558503,0.990623062742335,0.993518975822982,0.993096703204467,0.993103576765731,0.992668196452751,0.99301001066563,0.993516745553058,0.991790791221992,0.992255216974011,0.992970077618197,0.991218898183174,0.991193525116351,0.997512097065739,0.997978433363762,0.997447144842692,0.994085300119672,0.993606047923333,0.993082511765312,0.9927364667176,0.996295985035556,0.99691688112581,0.996504019258191,0.996927773730257,0.998276136464731,0.993491688660462,0.98664479475074,0.993180242263276,0.995002234773069,0.998401985455071,1,1,0.987012194271204,0.993154366382279,0.993718929809811,0.994468865261042,0.995777701740175,0.994864003365759,0.994682081005252,0.994245102147056,0.994922938628749,0.991991588122815,0.991204681715348,0.984630666808925,0.992524471417384,0.992599292394179,0.994309762333254,0.991806393581128
22,0.993400172992142,0.990532921787264,0.993191133012333,0.993329162830591,0.992882619274553,0.992476483294827,0.992646105248372,0.993133785013652,0.99175438809375,0.99223819213203,0.992418419132185,0.991235850701592,0.99117495761435,0.997098412653862,0.997710500170475,0.996903834718891,0.993983760207563,0.993584297545173,0.993474248433714,0.992608257711936,0.995851161825699,0.996897039107956,0.996164168831896,0.99592605327046,0.997818696962337,0.999017147443318,0.995441059700482,0.992631002096847,0.994645163594008,0.997943247469527,0.999402817623474,0.996800644252561,0.988225342876676,0.989634990998419,0.993276132563344,0.995457402553733,0.995192871707494,0.99472807312418,0.994904617173464,0.995364550929629,0.993110075999019,0.993743519806597,0.991130735891251,0.984149260408084,0.991996215087445,0.992655456739494,0.994026304497931,0.99299878193044
23,0.99216460837447,0.990276166503686,0.992927028335359,0.992841948437898,0.992377293414551,0.992318083155827,0.992356352909855,0.993088443007708,0.991538092840111,0.99236618246192,0.992429969006823,0.991166224286662,0.990998109767419,0.996984313855896,0.997417820581913,0.996457642424977,0.992541431910566,0.992131965476218,0.991773529963561,0.991685152871158,0.994097475045582,0.995237915715076,0.995697533120597,0.994895216833876,0.997042650538692,1,0.994769513914109,0.992307865285526,0.994379514949585,0.997286186395283,0.998983334927677,0.995727507085081,0.986855231398156,0.989847103277926,0.993001353244391,0.994588159457972,0.99429764531717,0.993808709459417,0.994376441486722,0.99624028858783,0.993302279970581,0.992780283018377,0.991012161970672,0.983550876750963,0.991294374836857,0.991373091629695,0.993169120220176,0.992336921876133
