Cycles,DischargeAh_97,DischargeAh_98,DischargeAh_99,DischargeAh_100,DischargeAh_101,DischargeAh_102,DischargeAh_103,DischargeAh_104,DischargeAh_105,DischargeAh_106,DischargeAh_107,DischargeAh_108,DischargeAh_109,DischargeAh_110,DischargeAh_111,DischargeAh_112,DischargeAh_113,DischargeAh_114,DischargeAh_115,DischargeAh_116,DischargeAh_117,DischargeAh_118,DischargeAh_119,DischargeAh_120,DischargeAh_121,DischargeAh_122,DischargeAh_123,DischargeAh_124,DischargeAh_125,DischargeAh_126,DischargeAh_127,DischargeAh_128,DischargeAh_129,DischargeAh_130,DischargeAh_131,DischargeAh_132,DischargeAh_133,DischargeAh_134,DischargeAh_135,DischargeAh_136,DischargeAh_137,DischargeAh_138,DischargeAh_139,DischargeAh_140,DischargeAh_141,DischargeAh_142,DischargeAh_143,DischargeAh_144
11,0.992582590854926,0.992514725781748,0.992186539100467,0.992249568261406,0.992760483008422,0.993181928834393,0.992487848681661,0.992796043308114,0.992774919490727,0.992930042265728,0.99237463935008,0.992115192937491,0.992244704930564,0.991862264408227,0.992913210891676,0.992974812554386,0.993119307073748,0.992977169810785,0.993219845343153,0.993836270045411,0.993401723600611,0.992831154628082,0.993406594789521,0.992629092340202,0.992078581144554,0.992484826740814,0.992327009884554,0.991889750908474,0.992157666067034,0.991430793245217,0.991969384452707,0.992145790677204,0.993810691441405,0.994560462450973,0.994323059374155,0.994010634714639,0.993665843712178,0.993604952966222,0.993441104575976,0.993467247049224,0.990014054846587,0.992505533112826,0.992829285841434,0.99220914089401,0.993752899722881,0.993051333741998,0.993137567324814,0.992683687986949
12,0.992040689644857,0.992038296548649,0.991693935779099,0.991685957114485,0.992264150824479,0.992623587292908,0.992037921700799,0.992216364322149,0.992256589441837,0.992366598329887,0.991745627282136,0.991551272011012,0.991767918169948,0.991350024604111,0.992362841226222,0.992373436959865,0.992289419577627,0.992208101795722,0.992143235917427,0.992812179381935,0.99253621622165,0.991646903011141,0.991965339396611,0.991347756151625,0.991812571153936,0.992232487218585,0.991995111500279,0.991487681342954,0.991913757882662,0.991084779605717,0.991640082385173,0.992177184791136,0.992943243009951,0.993864474787026,0.993680528606502,0.993528192685575,0.993053962113893,0.992840064179871,0.993062946438967,0.993085208949875,0.989283140565587,0.990131278958825,0.990770996480929,0.991223047539865,0.993243175463015,0.992619392185239,0.992474454440374,0.991589698205272
13,0.992045987126496,0.992037048534941,0.991575922720441,0.991559222453272,0.992309529767011,0.992452870231314,0.991950505525548,0.992300425587499,0.991647209453245,0.991862323440606,0.991201552632243,0.990890645023494,0.991124568348855,0.990652512880104,0.991806531251374,0.991855502974097,0.991390191765194,0.991332455269346,0.991311639270736,0.991962649627006,0.991708407893679,0.990744212938286,0.988872035964372,0.990434178864213,0.991219279208569,0.991604927198254,0.99143827300817,0.990798804149909,0.991408945466841,0.990507294772897,0.99108080577591,0.991479936470273,0.992560226619672,0.993631384578818,0.993351260170409,0.993286807686669,0.992569774690358,0.990855417011861,0.992958977549607,0.993183100053577,0.987977580729762,0.989929703208797,0.990425873574851,0.990791023820916,0.992865427779659,0.992196929960376,0.992261064085618,0.991164484710699
14,0.991547712235812,0.991272952142106,0.991100445304684,0.991117675156955,0.991682102860197,0.992133282898457,0.991425381834793,0.991523561997683,0.991202076414703,0.991336640655082,0.990619167049034,0.990365881152404,0.990499064569955,0.990090175548849,0.991261507864376,0.991249955299138,0.99079060197121,0.990715056674227,0.990892695725581,0.991459096447575,0.991135382318642,0.99033253108151,0.98990743685895,0.989996265784297,0.990678591486066,0.99119502496487,0.990953832458053,0.990218003735086,0.990796193243266,0.99006075820537,0.9905919234492,0.991255991790888,0.991680306360599,0.992787335388248,0.992458511523742,0.992124158473187,0.991414290127074,0.991707150497604,0.991644771430792,0.991897375959982,0.988748029130732,0.98923315050004,0.989772971990584,0.991221478826289,0.992758529887522,0.99175582504945,0.992109270946668,0.991422504133496
15,0.991016405989021,0.991093862174982,0.990706549475652,0.990617275646954,0.991116126604729,0.991573692968954,0.990801875781928,0.991168879707079,0.990738792897986,0.990885588174516,0.990090535566059,0.989873451516446,0.989952975678819,0.989569931997795,0.990854002639873,0.990772848100511,0.991008035632765,0.990913078286962,0.990929494820763,0.991716062685923,0.991294032491555,0.990350716570994,0.990835553734978,0.989983367482374,0.989937947939155,0.990651777438933,0.990299569574869,0.989694085835116,0.990185528253543,0.989247924440166,0.989942267739881,0.990510904820222,0.989861060558272,0.991082822203714,0.99086835403674,0.990981187384616,0.99013340922766,0.990128215547888,0.990132466860326,0.990482225373571,0.987533677933891,0.989080632186836,0.988208248842018,0.99056042292518,0.992327489999875,0.991310928405766,0.991471928325983,0.990633360685697
16,0.990401586502266,0.990469855320891,0.990005321485943,0.990050862013667,0.990715594410575,0.991010357875393,0.990399260064375,0.990800447618426,0.990228794216127,0.990388449250649,0.989617143103215,0.989331185628174,0.989461317216374,0.989006705361325,0.990283138907007,0.990214683339095,0.99043856651917,0.990303562717828,0.990194771005836,0.991036375977148,0.990732944949332,0.989677853460072,0.990255402033488,0.989384068332058,0.989405629070289,0.990110622776333,0.989818406297846,0.98915729452389,0.989646127391038,0.988676703647371,0.989243395688947,0.990151217972024,0.989560423871472,0.990066745873565,0.989097556227159,0.990750625354411,0.989918725448005,0.98986768144971,0.99004620875969,0.990453974920825,0.986564313763944,0.98853754120353,0.988865818454771,0.989780144792263,0.991616195814367,0.990779137886362,0.990848099380194,0.990003554445398
17,0.989784585699542,0.989766911599757,0.989334920126333,0.989312562549939,0.990103608949484,0.990366189657605,0.989747241925675,0.989827336910989,0.989756881783555,0.989898148960305,0.989058516238342,0.988789809672979,0.988948540937334,0.988490315466203,0.989881871007369,0.989784065036774,0.989909572069846,0.989813553822621,0.989690591949616,0.990477466545638,0.990135729149912,0.989075851049554,0.988206623356643,0.98871587337391,0.988914257806721,0.989581726313272,0.989359885998566,0.98859804958838,0.989189619530068,0.98814366366997,0.988877703356704,0.989418688646932,0.987272828121477,0.988263743868661,0.987618461506299,0.988666055988857,0.988030230364887,0.988374280336,0.988239708309869,0.988673539410531,0.986064689649376,0.988067092963214,0.988102440196331,0.989378240373981,0.991019636609863,0.990362679238367,0.990285553378701,0.989519571606047
18,0.989284129492888,0.989370979250836,0.988927946333017,0.988861362245028,0.989577654400276,0.989827198130414,0.989236217618025,0.989464529739719,0.989344776664317,0.989434013876479,0.988643926603379,0.988193554511367,0.988444390245353,0.987953767986198,0.989387934281169,0.989300401711745,0.989366458551591,0.989284129797491,0.989198364736276,0.989976115035324,0.989704703333601,0.98862654404212,0.989241080403552,0.988271353846667,0.988501792877448,0.989108141238377,0.98881794420234,0.988065449620354,0.988593267001041,0.987700109978645,0.988320514713449,0.988948075929505,0.987943681164947,0.988426250422271,0.987495639153153,0.988950732862567,0.988227187960901,0.988375918915234,0.988383690462642,0.988607512189578,0.985178751811332,0.987461107830133,0.986524335366104,0.988738518977513,0.990478877478087,0.989797395079595,0.989655753274238,0.988727599687108
19,0.988967215444216,0.988899854075997,0.988507894575416,0.988439120965899,0.989075649848516,0.989375593764552,0.988655949673349,0.98901859878933,0.989002893067202,0.989019830550555,0.988203796346206,0.98791381888082,0.988012218590222,0.98758559562699,0.98900062610861,0.988949648949232,0.988818324919937,0.988659794139506,0.988651096141253,0.989462497082788,0.989200478526621,0.988104495076749,0.988811944329347,0.987766432515298,0.987960208492055,0.988618112237271,0.988447612342687,0.987492133746959,0.988215775850168,0.987276839845499,0.988028796034058,0.988508259342888,0.985888455255841,0.987015890514575,0.986322947004768,0.987149528495729,0.986362984314625,0.986831721845276,0.986619499119216,0.987177579389521,0.984776873473695,0.986784052307806,0.986876304713962,0.98783682241378,0.989466952563668,0.988931300121967,0.989020924825626,0.987929970825892
20,0.988412849571465,0.988397528558454,0.987932152766815,0.987886719764442,0.988521963723317,0.988930231338784,0.988274013051016,0.988428607454828,0.988596738924414,0.988610999198691,0.987734264675092,0.98735316104229,0.987539298472081,0.987070687907228,0.988500155042075,0.988481183917226,0.988143747182069,0.988035143160482,0.987971099185828,0.988746640095666,0.988509329258485,0.987403099559911,0.987446511365971,0.987023364487451,0.987466745015077,0.988120309743774,0.987813906899822,0.987022703308586,0.987662360703231,0.986734851239489,0.987571233197466,0.98786901538491,0.987005668445652,0.988127501000482,0.987174210441729,0.988431558333669,0.987701639442203,0.987805037910169,0.98771363228926,0.988581232698651,0.983703537681153,0.986240646853752,0.985608156975217,0.987356796059392,0.988960049655795,0.988510733763484,0.988226446450335,0.98742398876657
21,0.987993102055672,0.987926403383615,0.987478471958198,0.987499976645947,0.988021534829284,0.988305413135289,0.987637974213168,0.987960489330313,0.988109651501892,0.988249443617697,0.987220185407098,0.986912940813518,0.987058050200917,0.986684136573566,0.988083442338011,0.988073512057312,0.987588083380318,0.987475448315571,0.98742540320171,0.98829529792672,0.988066993726878,0.986868508877654,0.987606650854072,0.98659520378216,0.986950566078227,0.987704128920381,0.987467111819664,0.986678713784549,0.987191540381564,0.986247747555608,0.987143200165844,0.987706064984022,0.986280989619829,0.987394744176931,0.986696640547317,0.987699860055735,0.986741471161633,0.987117817779502,0.987089490975533,0.987508043987926,0.983423685918538,0.986074291827597,0.985754110665885,0.986873318535135,0.988381672497461,0.988120185289341,0.98754102028874,0.987017003197115
22,0.987234627331515,0.987270572179965,0.986810561639404,0.986763545506462,0.987448940811363,0.987867541037635,0.987134782896132,0.987226750107108,0.987805854154064,0.987736248771648,0.986805892756115,0.986475390383977,0.986588996725251,0.986174268250025,0.987545250306817,0.987580908559917,0.987034302121092,0.987025485192366,0.986923425800758,0.987862827207346,0.987622144925205,0.986371543346055,0.98143042631397,0.986175537080573,0.986658552863807,0.987302299159865,0.987134617567554,0.986190122920121,0.986931828855173,0.98586981714074,0.986573483726542,0.987409166363689,0.985539900494508,0.986793962372674,0.986058682952388,0.987170518495634,0.986320966694142,0.986497451681576,0.986443047187117,0.986958802627555,0.982771217292909,0.985502898476892,0.984968014668813,0.986339642176433,0.987763169444131,0.987287899948812,0.987407140625815,0.986262744226698
23,0.986750375186347,0.986687749778243,0.986141405800202,0.986211455692379,0.987251353332422,0.987309511593155,0.986803290733353,0.986939566825112,0.987419635782388,0.987367854557131,0.986363683611088,0.985975247994684,0.986113102266745,0.985711236667833,0.987040918039175,0.987046584258144,0.986544841064779,0.986414708339075,0.986414843434003,0.987192890747517,0.98695047350008,0.985800268141907,0.986631341594517,0.985646706701737,0.986115772927894,0.986878344844082,0.98676071050089,0.985744343632661,0.986511996674738,0.985355867571035,0.986298767056072,0.987045592625194,0.985233684305879,0.986473545410405,0.98545535080808,0.986706770685235,0.985694969801477,0.986053396709209,0.985871710261992,0.986590232767306,0.98160542769225,0.984797855057916,0.984571543449387,0.985587287145177,0.987077580910105,0.986870493367628,0.986484439474764,0.985638909203248
24,0.986516974377639,0.986526756009888,0.986110267790002,0.98607880467106,0.98669104944477,0.987076999324622,0.986390962107438,0.986806131284947,0.986977775780895,0.986912936761967,0.986004926964215,0.985586050595662,0.985787411996704,0.985306009924646,0.98672162640919,0.986815629805343,0.986055380008465,0.985979249983682,0.985878268593136,0.986767339559654,0.986655164267331,0.985341241303887,0.984444761157774,0.985079810602593,0.98574037006473,0.986421801656352,0.98625362697303,0.985247968845147,0.985909680620421,0.984990465236218,0.985870137462734,0.986481096557531,0.984485046442788,0.985853065842074,0.985015346261039,0.986012132875883,0.985296130669548,0.985427459441887,0.985409261889761,0.985992045855084,0.981288220855649,0.984711061131227,0.984010446425348,0.985284839167641,0.986791370424708,0.986523865797939,0.986306876072059,0.985137012713349
25,0.986019945953223,0.986122711571864,0.985617664468635,0.985566572440847,0.986306904090975,0.986569217497906,0.98599147958613,0.986044892465642,0.986676953921292,0.986519864000392,0.985551432427978,0.985084128340216,0.9852871279472,0.984914419194764,0.986327486880827,0.986446400686605,0.985646240766521,0.98558446804237,0.985443284416747,0.986421677508314,0.986236704801351,0.984811667308385,0.985641245388124,0.984587158387687,0.985405018143974,0.985993661613897,0.985945265368251,0.984950383477965,0.985606733535676,0.98459941016606,0.985479687819254,0.986077158958266,0.9842526766019,0.985483732765687,0.984788647556031,0.985466064909607,0.98478075829331,0.984990286502302,0.984851372044963,0.985470069466549,0.980856769751106,0.983688716726636,0.982948314343793,0.984903014283137,0.986028664936237,0.985511157173642,0.985282979495041,0.984855422697727
26,0.985609858551008,0.985600417834989,0.98516740884114,0.98515149307132,0.985808365986214,0.986167236555797,0.985534659573528,0.985656148175324,0.986292818391374,0.98610597800636,0.985168026110831,0.98468098865632,0.984892135546639,0.984512453237367,0.985928001074008,0.986093561883873,0.985025629247683,0.984986934672733,0.984775553826383,0.985738216509625,0.98552325026138,0.984121872879666,0.984154056075249,0.983949164331602,0.984815611737795,0.98559093491195,0.985337182242304,0.984514184403533,0.985279932349769,0.983919612679491,0.985020037016655,0.985831387894908,0.983191914842361,0.984793326134895,0.983899492116503,0.984886544130983,0.984103880688341,0.984379096448085,0.984145236338996,0.985270016841869,0.980651316844181,0.983674565542937,0.982929642229849,0.983921940812437,0.985168152578716,0.985386661948066,0.984925652789065,0.983771175427751
27,0.985182943854173,0.985228197746524,0.984740506721295,0.984628673670391,0.985107513429331,0.985610455499336,0.985060606981576,0.985374277315302,0.985915824033197,0.985684956046913,0.984709779830927,0.984338364421662,0.984496250843969,0.984164734898115,0.985627124403147,0.985659367512606,0.984636256702244,0.984564404479955,0.984399385297849,0.985351666317545,0.985184901278752,0.983799237212779,0.984492897388971,0.983630796489019,0.984447979953009,0.985063234370796,0.985059507831044,0.983993859083449,0.98476468376469,0.983518714117864,0.984596478197906,0.985370342907442,0.982847626758897,0.984041528139405,0.983124339339869,0.984060390853476,0.983340670003785,0.983520480929559,0.983316764999808,0.9844011511731,0.98017846386597,0.983363868443049,0.981031621847369,0.984131207203533,0.984754040803019,0.984896580489007,0.98454412717688,0.983877085958181
28,0.984835179765365,0.984799505037763,0.984268143106558,0.984192419959432,0.984917173975933,0.985162908394535,0.984659244542521,0.98481241056772,0.985596554146596,0.98537870419788,0.984335877001115,0.98385008780673,0.984039987031876,0.983624333762176,0.98517833402835,0.985313978853512,0.984269474667096,0.984136513829508,0.983927916548459,0.984989649009909,0.984920693763069,0.983457475427641,0.983245760000302,0.983276565075236,0.984063012685688,0.984706251681765,0.984668320597155,0.983596579624444,0.984465016618854,0.983258309025378,0.983978141978706,0.984943382957959,0.982405861496416,0.983811720891875,0.982966564880908,0.983938386479029,0.983069525046605,0.983386117432386,0.983024536985866,0.983958670244619,0.980160720205826,0.982824551108729,0.9816966603057,0.983639572368679,0.984379427955209,0.984357522481816,0.984135259943393,0.983244451246743
29,0.984079197973744,0.984151161916362,0.983529238124508,0.983466887378037,0.984217897076777,0.984583968450738,0.984069890328732,0.984331480131385,0.985300790616976,0.98501893260824,0.983911783878819,0.98338524609616,0.983584615521893,0.983128694322083,0.984747661597207,0.984904518959125,0.983789112566316,0.983702947400351,0.983504569692769,0.984529814688656,0.984471760897539,0.983041090427033,0.983992028891806,0.982859415115489,0.983673860991548,0.984297545370287,0.984205629223027,0.983188522425782,0.983889536428343,0.982714828981267,0.983579042190336,0.984430014447272,0.981365120302265,0.983419407090735,0.982702954138917,0.982704240078371,0.982755049418302,0.982939768449091,0.982535194452981,0.983690619437166,0.979444436662137,0.982711656109884,0.981213052554532,0.983179311805354,0.983677851759897,0.984132546338134,0.983457062026511,0.982925148282599
30,0.98378253900193,0.983783309875876,0.983196372795468,0.983156745553544,0.983948459605493,0.984145472159075,0.983660068259813,0.983816175199927,0.984933317821121,0.984568177459567,0.983508776619045,0.982999905073805,0.983225017771684,0.982877020946102,0.984409657992627,0.984620519483616,0.983317535663984,0.983258660055856,0.983006366557989,0.98423038768877,0.984162314520669,0.982572970844271,0.979261464367076,0.982427479297439,0.983149910976319,0.983757586629593,0.983813250253467,0.982715200025867,0.983438693916399,0.982283206794753,0.983276883680905,0.983943555177099,0.981564013132178,0.983144294985836,0.982097335408247,0.982753763359397,0.982305001311409,0.982453765848338,0.981962873595149,0.983230728345946,0.978892515443988,0.982353159456167,0.980576022267118,0.982618026087707,0.983243677036703,0.983638989124047,0.983012053569464,0.982164289546191
31,0.983159617484432,0.98342700196219,0.982850740882246,0.982853142863904,0.983626395166134,0.983910151017499,0.983380900474335,0.983550554101237,0.984585185698732,0.984184321986653,0.983115569830585,0.982651347951967,0.982825563860575,0.982388199512661,0.983952254169206,0.984111823675961,0.98289396359602,0.982704010347575,0.982603778166248,0.983704188769852,0.983645523363359,0.982236539288809,0.983142565988323,0.982040215647024,0.982838768953585,0.98340867641343,0.983397334504412,0.982224214108181,0.983046293952299,0.98189871405224,0.982895382463173,0.983550082282478,0.98079830855761,0.98252151734503,0.981539408335979,0.982437929454578,0.981730541656368,0.981843886657508,0.981608329843105,0.982459096793606,0.979701564088077,0.981952523722101,0.98012633552295,0.983357517667637,0.982541787357835,0.982946997895588,0.982395767139897,0.981719905302786
32,0.982944290436612,0.983010165383656,0.982542785961366,0.982387307352416,0.983119033378103,0.983367102229246,0.982835097688359,0.98292712575784,0.984277520216211,0.98389769404251,0.982684349092788,0.982288848545256,0.982446930332026,0.982105993324282,0.983701276097264,0.983946132481434,0.982352418863202,0.98210017055715,0.982128849672866,0.983176417230137,0.983204130308026,0.981713549694672,0.982751813052721,0.981591606414294,0.982361146520993,0.982958112835232,0.983004955534852,0.981863459211345,0.982661646571077,0.981406837766434,0.982411869191912,0.983193983333014,0.980405445987632,0.982055336928613,0.981168654690181,0.981522240708727,0.98107697070026,0.981442434745221,0.980896290540897,0.982035340002411,0.978912749442398,0.983322358304198,0.979399990290501,0.982714031358584,0.982059649650779,0.982451544815122,0.981846420541791,0.981141640092133
33,0.98263267386958,0.982400510687209,0.981832527948699,0.981918046579814,0.982703059738227,0.982965433384143,0.982436555125925,0.982462132587428,0.983949323864933,0.983460021497096,0.982352914972002,0.98203284446343,0.98214771169124,0.981767168037185,0.983303869398734,0.983526540391699,0.982078195168831,0.981577368273847,0.981738842168366,0.982944927448712,0.982842533577288,0.981498145707158,0.982648304424852,0.981377997950743,0.98188561630181,0.982587676024756,0.982576228627338,0.981446121181312,0.982223923814772,0.980954633734122,0.981914933282029,0.982744898007999,0.979644664502914,0.981468343559209,0.980727670177557,0.981273640397354,0.98080221485382,0.981215655379259,0.980486974534838,0.981776487016782,0.978697335182409,0.982600647935531,0.980168970183124,0.981228145858988,0.981148039473849,0.981615151764104,0.981029628889346,0.979739661230869
34,0.982132217662926,0.982072595085384,0.981654418530354,0.981613198340679,0.982058300596418,0.982513204824271,0.982048038791476,0.982078700719083,0.983669925520554,0.983074976696613,0.982059494800553,0.981608346385685,0.981858605807697,0.981369055735722,0.98305467341961,0.98307297564697,0.981526923966304,0.981029340307394,0.981262970108441,0.982385388968883,0.982281760193823,0.980970452969189,0.976420797494651,0.980896985666841,0.981518283404653,0.982108709301283,0.982233008754192,0.981023993044765,0.981790077349905,0.980642624883332,0.981524781919407,0.982125088501502,0.979794326434334,0.981357707784327,0.980381089016154,0.980856792117993,0.980478876133696,0.980580214352381,0.980188514947086,0.981390178500157,0.977953346625514,0.982273598356702,0.979852477851761,0.981621892966673,0.980872487429309,0.981173730875448,0.98053653689139,0.979800001948502
